,capital_expense_f_year,capital_expense_t_period,classification,currency_unit,end_date,f_earning_before_tax,items_name,number,period_mark,sale_in_dome_mark_inco_f_year,sale_in_dome_mark_inco_t_peri,secu_abbr,secu_code,subse_perfo_this_period,subse_perfor_former_year,subsection_asset_at_begi,subsection_asset_at_end,subsection_income_f_year,subsection_income_f_year %,subsection_income_t_period,subsection_income_t_period %,subsection_owes_at_begi,subsection_owes_at_end,t_earning_before_tax
271,,,按业务,港元,2020-06-30,,香港物业租赁及管理业务,3,半年度,,,港铁公司,00066,2193000000.0000,2229000000.0000,,,2635000000.0,0.09320175438596491,2582000000.0,0.11958132641719155,,,
272,,,按业务,港元,2020-06-30,,中国内地及国际铁路、物业租赁及管理业务,4,半年度,,,港铁公司,00066,182000000.0000,560000000.0000,,,10558000000.0,0.3734436898698359,10465000000.0,0.4846702482400889,,,
273,,,按业务,港元,2020-06-30,,中国内地物业发展,5,半年度,,,港铁公司,00066,-4000000.0000,-10000000.0000,,,0.0,0.0,0.0,0.0,,,
274,,,按业务,港元,2020-06-30,,其他业务,6,半年度,,,港铁公司,00066,-95000000.0000,-1936000000.0000,,,834000000.0,0.029499151103565366,502000000.0,0.02324935161170804,,,
275,,,按业务,港元,2020-06-30,,小计,7,半年度,,,港铁公司,00066,1031000000.0000,4474000000.0000,,,28272000000.0,1.0,21592000000.0,1.0,,,
276,,,按业务,港元,2020-06-30,,未分配,8,半年度,,,港铁公司,00066,0,0,,,0.0,0.0,0.0,0.0,,,
277,,,按业务,港元,2020-06-30,,合计,9,半年度,,,港铁公司,00066,1031000000.0000,4474000000.0000,,,28272000000.0,1.0,21592000000.0,1.0,,,
278,,,按业务,美元,2020-06-30,,电动工具,1,半年度,0,0,创科实业,00669,359340000.0000,313928000.0000,,,3321761000.0,0.8909712795316405,3747549000.0,0.8910649055317109,,,
279,,,按业务,美元,2020-06-30,,地板护理及器具,2,半年度,112000.0000,86000.0000,创科实业,00669,3568000.0000,144000.0000,,,406486000.0,0.10902872046835953,458148000.0,0.10893509446828908,,,
280,,,按业务,美元,2020-06-30,,对销,3,半年度,-112000.0000,-86000.0000,创科实业,00669,0,0,,,0.0,0.0,0.0,0.0,,,
281,,,按业务,美元,2020-06-30,,小计,4,半年度,0,0,创科实业,00669,362908000.0000,314072000.0000,,,3728247000.0,1.0,4205697000.0,1.0,,,
282,,,按业务,美元,2020-06-30,,未分配,5,半年度,0,0,创科实业,00669,0,0,,,0.0,0.0,0.0,0.0,,,
283,,,按业务,美元,2020-06-30,,合计,6,半年度,0,0,创科实业,00669,362908000.0000,314072000.0000,,,3728247000.0,1.0,4205697000.0,1.0,,,
284,,,按业务,人民币元,2020-06-30,,物业发展,1,半年度,,,中国海外发展,00688,27386299000.0000,26880215000.0000,,,77648591000.0,0.9726008788914198,86345664000.0,0.974276741752968,,,
285,,,按业务,人民币元,2020-06-30,,物业投资,2,半年度,,,中国海外发展,00688,6493906000.0000,5885997000.0000,,,1810813000.0,0.022681651947915046,1922976000.0,0.02169779818647472,,,
286,,,按业务,人民币元,2020-06-30,,其他业务,3,半年度,,,中国海外发展,00688,5232000.0000,10730000.0000,,,376624000.0,0.004717469160665158,356758000.0,0.004025460060557358,,,
287,,,按业务,人民币元,2020-06-30,,小计,4,半年度,,,中国海外发展,00688,33885437000.0000,32776942000.0000,,,79836028000.0,1.0,88625398000.0,1.0,,,
288,,,按业务,人民币元,2020-06-30,,未分配,5,半年度,,,中国海外发展,00688,0,0,,,0.0,0.0,0.0,0.0,,,
289,,,按业务,人民币元,2020-06-30,,合计,6,半年度,,,中国海外发展,00688,33885437000.0000,32776942000.0000,,,79836028000.0,1.0,88625398000.0,1.0,,,
290,,,按业务,人民币元,2020-09-30,,增值服务,1,其他,,,腾讯控股,00700,,,,,147683000000.0,0.5439080442837044,197233000000.0,0.566118916746796,,,
291,,,按业务,人民币元,2020-09-30,,金融科技及企业服务,2,其他,,,腾讯控股,00700,,,,,71435000000.0,0.26309102024881964,89592000000.0,0.2571563885819257,,,
292,,,按业务,人民币元,2020-09-30,,网络广告,3,其他,,,腾讯控股,00700,,,,,48152000000.0,0.17734106260266203,57616000000.0,0.1653755076852423,,,
293,,,按业务,人民币元,2020-09-30,,其他,4,其他,,,腾讯控股,00700,,,,,4252000000.0,0.0156598728648139,3954000000.0,0.011349186986035965,,,
294,,,按业务,人民币元,2020-09-30,,小计,5,其他,,,腾讯控股,00700,,,,,271522000000.0,1.0,348395000000.0,1.0,,,
295,,,按业务,人民币元,2020-09-30,,未分配,6,其他,,,腾讯控股,00700,,,,,0.0,0.0,0.0,0.0,,,
296,,,按业务,人民币元,2020-09-30,,合计,7,其他,,,腾讯控股,00700,,,,,271522000000.0,1.0,348395000000.0,1.0,,,
297,,,按业务,人民币元,2020-06-30,,服务收入合计,1,半年度,,,中国联通,00762,,,,,132957000000.0,0.9172358127405935,138335000000.0,0.9197989321595511,,,
298,,,按业务,人民币元,2020-06-30,,销售通信产品收入,2,半年度,,,中国联通,00762,,,,,11997000000.0,0.08276418725940643,12062000000.0,0.08020106784044895,,,
299,,,按业务,人民币元,2020-06-30,,小计,3,半年度,,,中国联通,00762,,,,,144954000000.0,1.0,150397000000.0,1.0,,,
300,,,按业务,人民币元,2020-06-30,,未分配,4,半年度,,,中国联通,00762,,,,,0.0,0.0,0.0,0.0,,,
301,,,按业务,人民币元,2020-06-30,,合计,5,半年度,,,中国联通,00762,,,,,144954000000.0,1.0,150397000000.0,1.0,,,
302,69383000000.0000,54366000000.0000,按业务,人民币元,2020-06-30,,勘探与生产,1,半年度,-266789000000.0000,-212621000000.0000,中国石油股份,00857,11250000000.0000,55329000000.0000,1441761000000.0000,1516402000000.0000,59550000000.0,0.04978018974151919,42829000000.0,0.046100027447540215,594156000000.0000,659479000000.0000,
303,5948000000.0000,6418000000.0000,按业务,人民币元,2020-06-30,,炼油与化工,2,半年度,-341377000000.0000,-258798000000.0000,中国石油股份,00857,-9902000000.0000,7818000000.0000,356199000000.0000,394777000000.0000,144989000000.0,0.12120201394514064,111013000000.0,0.1194915208628215,130680000000.0000,179780000000.0000,
304,3266000000.0000,6491000000.0000,按业务,人民币元,2020-06-30,,销售,3,半年度,-166913000000.0000,-136436000000.0000,中国石油股份,00857,-8364000000.0000,1387000000.0000,463785000000.0000,491429000000.0000,815743000000.0,0.6819116930363742,612767000000.0,0.659566544139412,280690000000.0000,311763000000.0000,
305,5083000000.0000,7279000000.0000,按业务,人民币元,2020-06-30,,天然气与管道,4,半年度,-20703000000.0000,-17285000000.0000,中国石油股份,00857,14370000000.0000,17932000000.0000,526718000000.0000,533640000000.0000,175460000000.0,0.14667392262043588,162056000000.0,0.17443288538230117,263859000000.0000,280577000000.0000,
306,274000000.0000,207000000.0000,按业务,人民币元,2020-06-30,,总部及其他,5,半年度,-81000000.0000,-89000000.0000,中国石油股份,00857,-7024000000.0000,-8107000000.0000,1457574000000.0000,1648329000000.0000,517000000.0,0.0004321806565300658,380000000.0,0.0004090221679251274,633368000000.0000,635164000000.0000,
307,83954000000.0000,74761000000.0000,按业务,人民币元,2020-06-30,,小计,6,半年度,-795863000000.0000,-625229000000.0000,中国石油股份,00857,330000000.0000,74359000000.0000,4246037000000.0000,4584577000000.0000,1196259000000.0,1.0,929045000000.0,1.0,1902753000000.0000,2066763000000.0000,
308,0,0,按业务,人民币元,2020-06-30,,未分配,7,半年度,0,0,中国石油股份,00857,0,0,-1608258000000.0000,-1906953000000.0000,0.0,0.0,0.0,0.0,-691091000000.0000,-789804000000.0000,
309,83954000000.0000,74761000000.0000,按业务,人民币元,2020-06-30,,合计,8,半年度,-795863000000.0000,-625229000000.0000,中国石油股份,00857,330000000.0000,74359000000.0000,2637779000000.0000,2677624000000.0000,1196259000000.0,1.0,929045000000.0,1.0,1211662000000.0000,1276959000000.0000,
310,,,按业务,人民币元,2020-06-30,,勘探及生产,1,半年度,9728000000.0000,6761000000.0000,中国海洋石油,00883,10485000000.0000,30795000000.0000,562038000000.0000,551470000000.0000,87298000000.0,0.798649674769228,61176000000.0,0.8204935622317596,384359000000.0000,301927000000.0000,
311,,,按业务,人民币元,2020-06-30,,贸易业务,2,半年度,-9728000000.0000,-6761000000.0000,中国海洋石油,00883,192000000.0000,913000000.0000,6347000000.0000,2049000000.0000,21786000000.0,0.1993101997127357,13258000000.0,0.1778165236051502,4535000000.0000,1311000000.0000,
312,,,按业务,人民币元,2020-06-30,,公司,3,半年度,0,-27000000.0000,中国海洋石油,00883,-323000000.0000,-1456000000.0000,432894000000.0000,376732000000.0000,223000000.0,0.0020401255180363563,126000000.0,0.0016899141630901287,152870000000.0000,158518000000.0000,
313,,,按业务,人民币元,2020-06-30,,抵销,4,半年度,0,27000000.0000,中国海洋石油,00883,29000000.0000,36000000.0000,-243548000000.0000,-180237000000.0000,0.0,0.0,0.0,0.0,-232259000000.0000,-153509000000.0000,
314,,,按业务,人民币元,2020-06-30,,小计,5,半年度,0,0,中国海洋石油,00883,10383000000.0000,30288000000.0000,757731000000.0000,750014000000.0000,109307000000.0,1.0,74560000000.0,1.0,309505000000.0000,308247000000.0000,
315,,,按业务,人民币元,2020-06-30,,未分配,6,半年度,0,0,中国海洋石油,00883,0,0,0,0,0.0,0.0,0.0,0.0,0,0,
316,,,按业务,人民币元,2020-06-30,,合计,7,半年度,0,0,中国海洋石油,00883,10383000000.0000,30288000000.0000,757731000000.0000,750014000000.0000,109307000000.0,1.0,74560000000.0,1.0,309505000000.0000,308247000000.0000,
317,938000000.0000,741000000.0000,按业务,人民币元,2020-06-30,43876000000.0000,公司银行业务,1,半年度,,,建设银行,00939,,,8132225000000.0000,9401299000000.0000,134347000000.0,0.3901047368222378,143805000000.0,0.3995426812327047,10629081000000.0000,11588494000000.0000,32425000000.0000
318,1400000000.0000,1067000000.0000,按业务,人民币元,2020-06-30,85889000000.0000,个人银行业务,2,半年度,,,建设银行,00939,,,6658229000000.0000,7044737000000.0000,133277000000.0,0.3869977670469559,156250000000.0,0.4341194252119892,9174974000000.0000,10238749000000.0000,95742000000.0000
319,151000000.0000,108000000.0000,按业务,人民币元,2020-06-30,47738000000.0000,资金业务,3,半年度,,,建设银行,00939,,,9070449000000.0000,9464321000000.0000,55228000000.0,0.1603660997656706,48042000000.0,0.13347817872662007,1414808000000.0000,1334346000000.0000,40799000000.0000
320,2506000000.0000,3932000000.0000,按业务,人民币元,2020-06-30,13677000000.0000,其他业务,4,半年度,,,建设银行,00939,,,1739892000000.0000,1749622000000.0000,21535000000.0,0.06253139636513573,11827000000.0,0.032859714828686055,2230015000000.0000,2291768000000.0000,-193000000.0000
321,4995000000.0000,5848000000.0000,按业务,人民币元,2020-06-30,191180000000.0000,小计,5,半年度,,,建设银行,00939,,,25600795000000.0000,27659979000000.0000,344387000000.0,1.0,359924000000.0,1.0,23448878000000.0000,25453357000000.0000,168773000000.0000
322,0,0,按业务,人民币元,2020-06-30,0,未分配,6,半年度,,,建设银行,00939,,,-164534000000.0000,-4732000000.0000,0.0,0.0,0.0,0.0,-247744000000.0000,-99427000000.0000,0
323,4995000000.0000,5848000000.0000,按业务,人民币元,2020-06-30,191180000000.0000,合计,7,半年度,,,建设银行,00939,,,25436261000000.0000,27655247000000.0000,344387000000.0,1.0,359924000000.0,1.0,23201134000000.0000,25353930000000.0000,168773000000.0000
324,,,按业务,人民币元,2020-06-30,,语音业务,1,半年度,,,中国移动,00941,,,,,48536000000.0,0.12463439874482252,41188000000.0,0.10564736843455265,,,
325,,,按业务,人民币元,2020-06-30,,数据业务-短彩信业务,2,半年度,,,中国移动,00941,,,,,16245000000.0,0.04171513531419239,14639000000.0,0.0375490877564683,,,
326,,,按业务,人民币元,2020-06-30,,数据业务-无綫上网业务,3,半年度,,,中国移动,00941,,,,,201582000000.0,0.5176374519486322,208112000000.0,0.5338080300002821,,,
327,,,按业务,人民币元,2020-06-30,,数据业务-有綫宽带业务,4,半年度,,,中国移动,00941,,,,,32884000000.0,0.08444201352243168,36368000000.0,0.09328405106409174,,,
328,,,按业务,人民币元,2020-06-30,,数据业务-应用及信息服务,5,半年度,,,中国移动,00941,,,,,41069000000.0,0.10546007338987795,47698000000.0,0.12234554189548637,,,
329,,,按业务,人民币元,2020-06-30,,其他,6,半年度,,,中国移动,00941,,,,,11109000000.0,0.028526527436464343,10225000000.0,0.0262271618491624,,,
330,,,按业务,人民币元,2020-06-30,,销售产品收入及其他,7,半年度,,,中国移动,00941,,,,,38002000000.0,0.0975843996435789,31633000000.0,0.0811387589999564,,,
331,,,按业务,人民币元,2020-06-30,,小计,8,半年度,,,中国移动,00941,,,,,389427000000.0,1.0,389863000000.0,1.0,,,
332,,,按业务,人民币元,2020-06-30,,未分配,9,半年度,,,中国移动,00941,,,,,0.0,0.0,0.0,0.0,,,
333,,,按业务,人民币元,2020-06-30,,合计,10,半年度,,,中国移动,00941,,,,,389427000000.0,1.0,389863000000.0,1.0,,,
334,,,按业务,人民币元,2020-09-30,,核心商业,1,半年度,,,阿里巴巴-SW,09988,76086000000.0000,67118000000.0000,,,200764000000.0,0.8581821912362518,264240000000.0,0.8556717722871668,,,
335,,,按业务,人民币元,2020-09-30,,云计算,2,半年度,,,阿里巴巴-SW,09988,-5570000000.0000,-3437000000.0000,,,17078000000.0,0.07300131229669019,27244000000.0,0.08822253165376769,,,
336,,,按业务,人民币元,2020-09-30,,数字媒体及娱乐,3,半年度,,,阿里巴巴-SW,09988,-4369000000.0000,-6817000000.0000,,,13868000000.0,0.05927990390739545,15060000000.0,0.04876785078203426,,,
337,,,按业务,人民币元,2020-09-30,,创新业务及其他,4,半年度,,,阿里巴巴-SW,09988,-7847000000.0000,-5742000000.0000,,,2231000000.0,0.00953659255966248,2266000000.0,0.007337845277031184,,,
338,,,按业务,人民币元,2020-09-30,,未分摊,5,半年度,,,阿里巴巴-SW,09988,-9961000000.0000,-6383000000.0000,,,0.0,0.0,0.0,0.0,,,
339,,,按业务,人民币元,2020-09-30,,小计,6,半年度,,,阿里巴巴-SW,09988,48339000000.0000,44739000000.0000,,,233941000000.0,1.0,308810000000.0,1.0,,,
340,,,按业务,人民币元,2020-09-30,,未分配,7,半年度,,,阿里巴巴-SW,09988,0,0,,,0.0,0.0,0.0,0.0,,,
341,,,按业务,人民币元,2020-09-30,,合计,8,半年度,,,阿里巴巴-SW,09988,48339000000.0000,44739000000.0000,,,233941000000.0,1.0,308810000000.0,1.0,,,
